gameId;blueWins;blueWardsPlaced;blueWardsDestroyed;blueFirstBlood;blueKills;blueDeaths;blueAssists;blueEliteMonsters;blueDragons;blueHeralds;blueTowersDestroyed;blueTotalGold;blueAvgLevel;blueTotalExperience;blueTotalMinionsKilled;blueTotalJungleMinionsKilled;blueGoldDiff;blueExperienceDiff;blueCSPerMin;blueGoldPerMin;redWardsPlaced;redWardsDestroyed;redFirstBlood;redKills;redDeaths;redAssists;redEliteMonsters;redDragons;redHeralds;redTowersDestroyed;redTotalGold;redAvgLevel;redTotalExperience;redTotalMinionsKilled;redTotalJungleMinionsKilled;redGoldDiff;redExperienceDiff;redCSPerMin;redGoldPerMin
4518738712;1;40;1;0;7;14;6;1;1;0;0;15974;62;16174;183;37;-3421;-2624;183;15974;13;4;1;14;7;12;0;0;0;0;19395;72;18798;219;49;3421;2624;219;19395
4497571086;1;18;5;0;5;3;6;1;1;0;0;16108;72;18920;240;61;976;1599;240;16108;39;3;1;3;5;5;0;0;0;0;15132;68;17321;230;42;-976;-1599;230;15132
4477243448;0;40;3;0;6;7;6;0;0;0;0;16302;68;17297;212;52;-211;-1305;212;16302;17;4;1;7;6;7;1;0;1;0;16513;72;18602;211;46;211;1305;211;16513
4386507847;1;18;5;0;7;5;6;0;0;0;0;16750;68;17603;215;52;1221;462;215;16750;35;3;1;5;7;5;0;0;0;0;15529;68;17141;197;48;-1221;-462;197;15529
4474136526;1;17;5;0;7;1;8;0;0;0;0;16506;72;18669;226;36;2037;1291;226;16506;35;3;1;1;7;0;1;1;0;0;14469;66;17378;217;80;-2037;-1291;217;14469
4523618632;1;15;5;1;6;3;11;1;1;0;0;16389;70;17937;241;36;817;-94;241;16389;38;2;0;3;6;3;0;0;0;0;15572;68;18031;229;58;-817;94;229;15572
4507859079;1;18;2;1;4;4;4;0;0;0;0;15760;70;18295;215;48;-137;-351;215;15760;15;1;0;4;4;1;1;1;0;0;15897;70;18646;227;72;137;351;227;15897
4524740998;1;43;6;1;4;7;4;1;1;0;0;15176;64;16820;226;33;-1539;-1497;226;15176;23;9;0;7;4;12;0;0;0;0;16715;72;18317;205;52;1539;1497;205;16715
4512162103;0;13;5;0;5;7;4;0;0;0;0;15196;64;16908;191;48;-1707;-1286;191;15196;62;3;1;7;5;10;1;1;0;0;16903;70;18194;216;51;1707;1286;216;16903
4465066223;1;13;1;0;6;9;2;1;1;0;0;16250;70;17537;228;55;-556;-235;228;16250;17;1;1;9;6;13;0;0;0;0;16806;68;17772;143;60;556;235;143;16806
4523411488;1;20;1;1;9;7;15;1;1;0;0;16541;66;16779;199;37;-146;-717;199;16541;12;3;0;7;9;8;1;0;1;0;16687;68;17496;225;44;146;717;225;16687
4524017392;1;15;1;1;12;4;9;1;0;1;0;18657;72;19205;227;37;4083;2884;227;18657;15;2;0;4;12;1;1;1;0;0;14574;66;16321;191;52;-4083;-2884;191;14574
4513054107;1;17;1;0;5;5;6;0;0;0;0;16873;72;19105;223;64;1389;1418;223;16873;38;2;1;5;5;7;1;1;0;0;15484;68;17687;226;49;-1389;-1418;226;15484
4478629184;0;28;4;0;3;4;3;1;1;0;0;14383;64;15898;211;55;-890;-528;211;14383;16;2;1;4;3;5;1;0;1;0;15273;64;16426;208;44;890;528;208;15273
4395598976;0;12;3;1;4;9;5;0;0;0;0;14420;64;15196;192;32;-2519;-1095;192;14420;18;3;0;9;4;15;0;0;0;0;16939;64;16291;194;46;2519;1095;194;16939
4524952056;0;87;1;0;4;15;4;0;0;0;0;14720;62;15031;183;30;-4440;-4020;183;14720;10;1;1;15;4;14;0;0;0;0;19160;74;19051;201;51;4440;4020;201;19160
